,bedrooms,age,year,bathrooms,sqft_living,view,condition,grade,floors,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,waterfront_1,is_renovated_1,predicted_price
282,5,52,2014,1.0,1600,0,5,7,1.0,7350,1600,0,1600,7725,0,0,320399.0
283,5,51,2015,2.5,2210,2,3,9,1.0,10772,1430,780,2720,9858,0,0,889305.0
284,4,3,2015,2.75,3110,0,3,8,2.0,11225,3110,0,2610,8535,0,0,541798.0
285,4,89,2014,1.75,2090,0,4,7,1.5,4300,1250,840,1670,5000,0,0,597148.0
286,3,36,2014,1.75,2110,0,4,8,1.0,10454,1440,670,1990,10890,0,0,458259.0
287,3,29,2014,2.5,2340,0,3,8,1.0,59058,2340,0,2700,37263,0,0,549908.0
288,3,10,2014,2.0,2770,0,3,9,2.0,89298,2770,0,2040,109771,0,0,596866.0
289,4,104,2014,2.75,2610,0,5,8,3.0,4160,1910,700,1470,4140,0,0,1034455.0
290,4,9,2014,2.5,2423,0,3,8,2.0,7292,2423,0,2495,7489,0,0,423833.0
291,3,40,2015,1.5,1050,0,3,7,1.0,57499,1050,0,1460,42688,0,0,308429.0
292,5,38,2014,3.5,5470,0,3,11,2.0,35071,4590,880,3600,35074,0,0,1421708.0
293,3,31,2014,2.5,2400,0,3,9,1.0,12546,2400,0,2940,12150,0,0,632950.0
294,3,109,2014,2.75,2500,0,5,9,2.0,5568,2500,0,2810,5568,0,0,1259780.0
295,4,56,2015,2.5,2990,0,5,8,1.0,8640,2100,890,2270,8800,0,0,742650.0
296,2,36,2014,0.75,1392,0,4,7,1.5,43710,1392,0,1640,99316,0,0,309551.0
297,3,48,2014,1.0,1060,0,5,7,1.0,7638,1060,0,1470,8097,0,0,273138.0
298,3,24,2014,2.75,3150,0,4,9,2.0,219978,3000,150,3180,218235,0,0,886222.0
299,3,42,2014,1.0,990,0,3,7,1.0,10125,990,0,1360,10125,0,0,277150.0
300,3,7,2015,2.5,2100,0,3,9,2.0,4097,2100,0,1780,4764,0,0,590520.0
301,3,73,2015,1.0,1120,0,3,6,1.0,6625,1120,0,1120,6794,0,0,290866.0
302,4,62,2015,2.0,1930,0,3,7,1.0,5398,1430,500,1910,4902,0,0,612109.0
303,3,42,2014,1.0,1990,0,3,7,1.0,7173,1990,0,1320,7245,0,0,327547.0
304,3,60,2015,1.5,1500,0,3,8,1.0,10200,1300,200,1950,9500,0,0,435322.0
305,4,103,2014,1.0,1680,0,3,7,1.5,4087,1680,0,1740,3745,0,0,626300.0
306,3,88,2014,1.0,1580,0,3,7,1.5,5000,1580,0,1280,4000,0,0,539137.0
307,3,9,2014,3.25,3440,0,3,9,2.0,4080,2560,880,3110,4080,0,0,977249.0
308,3,90,2015,2.0,2510,0,5,8,1.0,5200,1470,1040,990,5400,0,0,544407.0
309,5,57,2015,1.75,2030,0,4,7,1.0,10200,2030,0,1760,11550,0,0,398859.0
310,3,9,2014,2.5,1350,0,3,8,3.0,2053,1350,0,1350,4150,0,0,408170.0
311,3,53,2014,1.0,1300,0,3,7,1.0,5898,1300,0,1320,7619,0,0,278515.0
312,3,10,2014,2.5,2280,0,3,8,2.0,6134,2280,0,2640,6167,0,0,437104.0
313,4,7,2015,4.25,4250,3,4,10,2.0,6552,2870,1380,3640,8841,0,0,1228185.0
314,2,60,2014,1.0,1040,0,3,7,1.0,4590,1040,0,1040,6120,0,0,290355.0
315,3,47,2014,1.0,970,0,4,6,1.0,7742,970,0,970,7650,0,0,176992.0
316,3,60,2014,1.0,1230,0,3,7,1.0,9877,1230,0,1240,9965,0,0,296450.0
317,3,1,2015,2.5,1930,0,3,7,2.0,8254,1930,0,1540,8849,0,0,291774.0
318,4,87,2015,1.75,1570,0,5,8,1.5,3250,1570,0,1570,5720,0,0,572974.0
319,3,32,2015,1.5,1320,0,3,6,1.0,7560,840,480,1210,7560,0,0,233218.0
320,4,19,2015,2.5,2620,0,3,8,2.0,9157,2620,0,2240,7405,0,0,435125.0
321,4,0,2014,2.75,3610,0,3,9,2.0,8580,3610,0,2360,8580,0,0,773059.0
322,3,22,2014,2.5,2620,0,3,7,2.0,21587,2620,0,2570,23650,0,0,469371.0
323,3,82,2015,4.0,4200,2,4,11,2.0,30120,3600,600,2760,12200,0,0,1814729.0
324,3,111,2014,1.75,1900,0,5,7,1.5,3000,1070,830,1130,6000,0,0,426450.0
325,3,58,2014,1.0,1310,0,3,7,1.0,9529,1310,0,1330,9529,0,0,285752.0
326,3,10,2014,2.5,1690,0,3,7,2.0,2890,1690,0,1690,2730,0,0,331591.0
327,5,6,2014,4.5,3810,0,3,10,2.0,8019,3810,0,3390,7713,0,0,904896.0
328,4,40,2015,2.0,1900,0,3,7,1.0,8160,1900,0,1280,6532,0,0,316183.0
329,4,38,2014,1.75,1880,0,3,7,1.0,12150,1280,600,1980,9680,0,0,397157.0
330,3,76,2014,1.0,1500,0,3,7,1.0,4500,1120,380,1440,4500,0,0,463329.0
331,4,25,2014,2.5,2770,0,3,8,2.0,9751,2770,0,2370,6950,0,0,492535.0
332,3,38,2014,1.75,1740,0,3,7,1.0,10000,1740,0,1350,7500,0,1,346719.0
333,4,24,2014,2.5,2960,0,3,9,2.0,37430,2960,0,2800,36384,0,0,609169.0
334,3,27,2015,2.5,1950,0,3,8,2.0,18533,1950,0,1810,18401,0,0,395831.0
335,3,33,2014,1.75,1330,0,3,7,1.0,10523,1000,330,1320,8775,0,0,275952.0
336,2,6,2014,2.5,1460,0,3,8,2.0,1296,1160,300,1460,1296,0,0,472230.0
337,4,82,2014,2.5,2910,1,3,10,2.0,8881,1940,970,2540,5250,0,0,1254297.0
338,2,72,2014,1.0,720,0,3,6,1.0,6687,720,0,840,6687,0,0,239742.0
339,4,53,2014,2.5,1720,0,3,7,1.0,9600,1120,600,1520,9400,0,0,380176.0
340,4,38,2014,2.5,2490,0,3,8,2.0,8750,2040,450,2120,10240,0,0,555587.0
341,4,104,2015,1.0,1680,0,4,6,1.5,5043,1680,0,1560,5765,0,0,411887.0
342,3,46,2014,1.75,2080,0,5,7,1.0,7700,1600,480,1680,7700,0,0,377374.0
343,4,8,2014,2.5,3190,0,3,10,2.0,7399,3190,0,3250,7323,0,0,703141.0
344,3,47,2015,1.0,1320,0,4,7,1.0,9239,1320,0,1320,8415,0,0,250095.0
345,3,24,2014,2.5,1780,0,3,7,1.0,6771,1230,550,1780,6771,0,0,290297.0
346,5,1,2015,3.25,3930,0,3,9,2.0,5500,2910,1020,2040,5115,0,0,1012400.0
347,4,90,2014,2.0,1730,0,5,7,1.0,3884,1060,670,1360,3563,0,0,557520.0
348,4,1,2014,2.5,2440,0,3,8,2.0,4850,2440,0,2970,5450,0,0,453604.0
349,3,16,2015,2.5,1730,0,3,7,2.0,4286,1730,0,1780,4343,0,0,374714.0
350,5,104,2014,2.5,2860,0,4,8,2.0,4000,2160,700,1340,1224,0,0,824036.0
351,2,98,2014,1.0,940,0,4,6,1.0,7700,940,0,1290,7375,0,0,263816.0
352,3,21,2014,2.5,2030,0,3,7,2.0,6326,2030,0,1810,6825,0,0,308791.0
353,3,49,2015,2.75,3230,0,4,8,1.5,9576,3230,0,2820,9576,0,0,749485.0
354,4,85,2014,1.0,1130,0,3,6,1.5,13927,1130,0,1800,8274,0,0,268413.0
355,2,75,2014,1.0,930,0,3,6,1.0,5077,930,0,1080,5803,0,0,253995.0
356,3,72,2015,2.0,1520,0,5,6,1.0,4000,800,720,1430,4000,0,0,409857.0
357,2,92,2014,1.5,980,0,3,7,2.0,5000,980,0,1040,5000,0,1,370247.0
358,4,37,2014,2.25,2280,0,3,8,1.0,8550,1660,620,2590,9500,0,0,495455.0
359,3,35,2015,2.5,2150,0,3,6,1.5,25705,2150,0,1850,20160,0,1,389878.0
360,3,88,2014,1.75,1550,0,4,7,1.5,4054,1550,0,1510,3889,0,0,540222.0
361,4,95,2015,1.5,2060,2,3,7,1.5,4000,1580,480,1160,4000,0,1,561828.0
362,4,26,2014,2.5,3170,0,3,10,2.0,47502,3170,0,3190,35110,0,0,742981.0
363,4,12,2014,2.75,2810,0,3,9,2.0,7302,2810,0,2820,7302,0,0,563533.0
364,2,7,2014,2.0,1405,0,3,8,2.0,1073,1140,265,1405,3000,0,0,429068.0
365,4,36,2014,2.5,1890,0,3,7,1.0,12236,1230,660,1390,11360,0,0,317564.0
366,3,7,2014,2.5,1690,0,3,8,2.5,1553,1690,0,1910,1553,0,0,504816.0
367,4,10,2015,3.5,3400,0,3,9,2.0,5222,3400,0,3190,5326,0,0,739721.0
368,3,35,2014,2.25,1690,0,4,7,2.0,14615,1690,0,1390,11360,0,0,323509.0
369,4,101,2015,1.0,1320,0,5,6,1.0,11212,1320,0,1060,6766,0,0,217948.0
370,3,84,2014,2.0,1410,0,4,7,1.5,6030,1410,0,1410,6300,0,0,392543.0
371,4,37,2014,2.5,2540,0,5,7,2.0,8400,2540,0,1600,8050,0,0,456877.0
372,4,40,2014,1.75,2360,0,4,9,1.0,11300,2360,0,2290,11951,0,0,778790.0
373,2,105,2015,1.0,980,0,4,7,1.0,4800,980,0,1570,2640,0,0,505276.0
374,2,10,2015,2.0,1510,0,3,8,1.0,6516,1510,0,1640,6009,0,0,396419.0
375,4,67,2015,2.5,2750,3,4,8,1.0,13950,1380,1370,2460,13950,0,0,609066.0
376,3,15,2015,2.0,2632,3,3,10,2.0,18743,2632,0,1970,14171,0,0,777009.0
377,4,6,2015,2.5,3060,0,3,9,2.0,7710,3060,0,3040,7840,0,0,635336.0
378,3,12,2014,2.5,1700,2,3,9,2.0,1156,1320,380,1710,1686,0,0,654848.0
379,4,10,2014,2.5,3140,0,3,8,2.0,7260,2200,940,2860,8186,0,0,465132.0
380,4,38,2014,2.5,2910,0,4,8,2.0,20946,2350,560,2020,11342,0,0,596090.0
381,4,35,2015,2.25,2640,0,3,8,1.0,8800,1620,1020,2500,11700,0,0,537217.0
382,2,97,2015,1.0,960,0,3,4,1.0,7000,960,0,1850,8120,0,0,259937.0
383,3,37,2014,1.0,1010,0,3,6,1.0,9920,1010,0,1270,9680,0,0,209042.0
384,4,10,2014,2.5,3020,0,3,9,2.0,7465,3020,0,3100,5587,0,0,667658.0
385,2,90,2014,1.0,840,2,4,7,1.0,3400,840,0,2000,4000,0,0,502178.0
386,3,25,2014,2.5,2060,0,3,9,2.0,7458,2060,0,2480,7743,0,0,496505.0
387,2,72,2014,1.0,670,0,3,6,1.0,10920,670,0,900,7425,0,0,189281.0
388,4,9,2015,3.25,4386,0,3,10,1.0,12275,2356,2030,3060,10925,0,0,927919.0
389,3,7,2015,2.25,1250,0,3,8,3.0,952,1250,0,1250,1030,0,0,370289.0
390,3,10,2015,3.25,1280,0,3,8,2.0,1730,1090,190,1280,2121,0,0,410957.0
391,3,43,2015,2.25,2210,2,3,8,1.0,7680,1730,480,2390,7680,0,0,530771.0
392,5,85,2014,3.5,4870,3,5,10,2.5,7700,3650,1220,3220,7700,0,0,2215365.0
393,3,32,2014,1.0,970,0,3,7,1.0,12300,970,0,2040,9994,0,0,312658.0
394,2,6,2015,2.0,1190,0,3,8,2.0,1303,800,390,1670,2425,0,0,458971.0
395,7,48,2015,4.75,5370,0,3,8,1.5,10800,5370,0,2310,10910,0,0,714212.0
396,4,27,2014,2.5,3040,0,4,10,2.0,35201,3040,0,2990,35416,0,0,758830.0
397,3,41,2015,1.0,1440,0,3,7,1.0,54315,790,650,2690,40518,0,0,421184.0
398,4,15,2014,2.5,1810,0,3,8,2.0,4871,1810,0,1850,5003,0,0,390594.0
399,3,55,2014,2.0,1230,0,3,6,1.5,8235,1230,0,1080,10281,0,0,233289.0
400,5,39,2014,2.25,2440,0,4,8,1.5,20828,2440,0,2670,14472,0,0,592221.0
401,3,47,2014,1.5,1240,0,4,7,1.0,8528,1240,0,1570,8064,0,0,310899.0
402,2,70,2015,1.0,1800,0,3,6,1.0,8900,900,900,2040,10450,0,0,299671.0
403,3,72,2014,3.0,2410,2,3,7,2.0,7479,2410,0,2610,7479,0,1,544084.0
404,3,33,2014,2.0,2360,0,3,8,1.0,118483,2360,0,2660,91476,0,0,542617.0
405,3,61,2015,1.0,1430,0,5,7,1.0,8640,1430,0,1430,9840,0,0,311695.0
406,3,39,2014,2.25,1870,0,3,7,1.0,9315,1350,520,2230,9579,0,0,404524.0
407,2,66,2014,1.75,860,0,3,7,1.0,5535,860,0,1420,4960,0,0,425888.0
408,3,8,2015,2.75,1160,0,3,7,2.0,1073,880,280,1250,5400,0,0,346056.0
409,4,67,2014,2.25,1950,0,3,8,1.0,5950,1330,620,2600,5593,0,0,699844.0
410,3,10,2014,2.5,2110,0,3,9,2.0,3870,2110,0,2300,3870,0,0,555479.0
411,2,89,2015,1.0,750,0,4,6,1.0,4000,750,0,1120,5038,0,0,298246.0
412,3,26,2015,2.75,3470,4,3,11,3.0,9610,3470,0,4130,11875,1,1,1391596.0
413,4,6,2014,2.5,2170,0,3,7,2.0,6000,1630,540,1720,5668,0,0,342333.0
414,3,6,2014,3.0,2390,0,3,8,1.5,19454,2390,0,1540,26979,0,0,508466.0
415,4,7,2014,3.5,4000,0,3,9,2.0,15253,4000,0,3550,8747,0,0,833616.0
416,3,70,2014,2.25,2520,2,5,8,2.0,6690,1700,820,1990,5792,0,1,691369.0
417,4,63,2014,1.5,1760,0,3,7,1.5,6150,1760,0,1760,8276,0,0,403943.0
418,3,41,2014,2.25,2120,1,4,9,2.0,13644,1420,700,2950,17060,0,0,826970.0
419,5,101,2015,2.75,2670,0,4,7,2.0,4000,1800,870,2460,4000,0,0,850020.0
420,3,49,2015,2.25,2950,0,4,10,1.0,15207,2070,880,2950,22000,0,0,1212650.0
421,4,50,2014,2.25,2080,0,3,8,1.0,8000,1390,690,1800,7700,0,0,437115.0
422,3,4,2014,2.0,2100,0,3,8,1.0,31550,2100,0,1860,18452,0,0,395272.0
423,4,60,2015,2.0,2520,0,3,7,1.0,7334,1600,920,2040,7937,0,0,478238.0
424,2,10,2015,1.5,690,0,3,7,2.0,1058,690,0,690,1058,0,0,313706.0
425,2,8,2014,1.5,982,0,3,8,2.0,846,806,176,1010,3844,0,0,364189.0
426,4,82,2014,1.5,1790,0,4,8,1.5,3952,1790,0,1200,3876,0,0,592243.0
427,4,5,2014,3.25,3140,0,3,10,2.0,3680,2310,830,2620,2664,0,0,1008308.0
428,3,61,2014,1.0,1240,0,5,6,1.5,5700,1240,0,1140,5700,0,0,246737.0
429,4,47,2014,2.75,2090,0,5,7,2.0,8064,2090,0,1460,8400,0,0,399385.0
430,4,55,2014,2.25,2270,2,4,7,1.0,11997,1540,730,1920,9634,0,0,426923.0
431,4,59,2014,3.0,4460,0,3,10,2.0,6833,3140,1320,3130,7450,0,1,1551255.0
432,2,7,2015,1.5,1340,0,3,8,2.0,1402,1120,220,1340,1213,0,0,410495.0
433,3,90,2014,2.25,1700,0,3,7,1.5,3333,1100,600,1700,3750,0,0,591249.0
434,3,26,2015,2.25,1680,0,3,7,2.0,9766,1680,0,1590,9757,0,0,311589.0
435,4,84,2014,2.0,2000,0,3,7,1.5,6250,1480,520,1110,6250,0,0,424004.0
436,3,72,2014,1.75,1100,0,3,6,1.0,9452,1100,0,1350,9452,0,0,223964.0
437,4,18,2014,3.0,3100,0,3,8,2.0,15480,2400,700,2000,42500,0,0,508074.0
438,3,101,2014,2.5,2740,2,3,10,2.0,5925,2740,0,2740,5948,0,1,1317510.0
439,4,21,2014,3.25,4400,0,4,9,2.0,186846,4400,0,2280,186846,0,0,873849.0
440,5,13,2014,3.75,4960,2,3,11,2.0,13990,3760,1200,5200,18116,0,0,1709195.0
441,4,73,2015,2.0,1490,0,4,6,1.0,13736,1490,0,2040,7200,0,0,412838.0
442,4,3,2015,3.25,3720,0,3,9,2.0,6765,3720,0,3100,6790,0,0,756777.0
443,3,31,2014,1.5,1060,0,4,6,1.0,6954,1060,0,1560,6954,0,0,241805.0
444,3,67,2015,1.75,1680,3,3,8,1.0,28046,1180,500,2190,26308,0,0,500611.0
445,3,89,2015,1.0,920,0,4,6,1.0,4800,780,140,1370,4800,0,0,374353.0
446,4,48,2014,2.75,2440,0,5,8,1.0,12051,1440,1000,2030,8006,0,0,524774.0
447,4,78,2014,1.0,1210,0,3,7,1.5,6380,1210,0,1340,6380,0,0,383873.0
448,3,30,2015,3.25,4330,0,3,10,2.0,14600,3630,700,3220,12672,0,0,984677.0
449,3,9,2014,2.5,1900,0,3,7,2.0,6224,1900,0,2260,5450,0,0,331199.0
450,3,7,2015,2.5,2100,0,3,9,2.0,4097,2100,0,1820,4764,0,0,590520.0
451,3,59,2014,1.0,1190,0,3,7,1.0,9199,1190,0,1190,9364,0,0,244549.0
452,4,10,2015,2.5,3570,0,3,7,2.0,6246,3570,0,2260,5231,0,0,476148.0
453,4,112,2014,3.0,1540,0,5,7,1.5,4140,1540,0,1460,5000,0,0,611031.0
454,4,18,2014,2.5,2290,0,3,8,2.0,6738,2290,0,2100,6261,0,0,424036.0
455,3,46,2014,1.5,1340,0,3,7,1.0,13560,1340,0,1540,15000,0,0,267103.0
456,5,3,2015,3.25,3090,0,3,9,2.0,7069,3090,0,2480,8000,0,0,678096.0
457,5,13,2014,4.75,5180,2,3,11,2.0,17811,4070,1110,3960,15103,0,0,1579193.0
458,5,52,2015,3.5,2473,1,5,7,2.0,9282,2473,0,2040,10920,0,0,606256.0
459,5,98,2014,3.25,5620,0,4,11,2.0,12672,4140,1480,4470,8050,0,0,2435301.0
460,5,47,2015,3.25,2590,2,4,9,1.0,11500,2590,0,2780,11989,0,0,1090998.0
461,4,55,2014,1.0,1550,0,4,6,1.0,7260,1550,0,1210,7260,0,0,242519.0
462,4,6,2014,2.5,3753,0,3,10,2.0,7204,3336,417,3494,9375,0,0,862927.0
463,3,57,2014,1.75,1720,0,3,7,1.0,10710,860,860,1480,10359,0,0,366622.0
464,4,97,2014,1.75,2530,2,5,8,1.5,5000,2070,460,1950,3600,0,0,914503.0
465,3,48,2015,1.75,1380,0,3,7,1.0,10529,1380,0,1670,5694,0,0,310316.0
466,4,36,2014,2.5,2180,0,4,8,1.0,11132,1620,560,1950,13801,0,0,510631.0
467,4,24,2014,2.5,2700,0,3,9,2.0,9122,2700,0,2500,9122,0,0,574181.0
468,3,9,2014,1.0,1752,2,3,8,2.0,14626,1752,0,1800,9000,0,0,378749.0
469,3,63,2015,1.0,1200,0,4,7,1.0,9194,1200,0,1330,8650,0,0,321468.0
470,3,57,2014,1.75,1540,0,4,7,1.0,8925,1540,0,1620,10397,0,0,362620.0
471,3,55,2014,1.0,1060,0,3,7,1.0,7473,1060,0,1320,7912,0,0,224695.0
472,3,10,2015,2.25,1400,0,3,9,2.0,2421,1400,0,1500,2743,0,0,451153.0
473,2,37,2014,1.75,1060,0,3,7,2.0,4182,1060,0,1760,4590,0,0,312371.0
474,2,16,2015,1.5,880,0,3,7,2.0,1498,880,0,880,5060,0,0,313762.0
475,3,23,2015,2.5,1720,0,3,7,2.0,3951,1720,0,1720,3605,0,0,323429.0
476,3,5,2014,2.5,1530,0,3,8,3.0,1131,1530,0,1530,1445,0,0,493097.0
477,3,14,2014,2.5,2890,0,3,8,2.0,21780,2890,0,2120,8117,0,0,466297.0
478,4,37,2014,2.25,2320,0,4,9,2.0,16800,2320,0,2700,15680,0,0,656426.0
479,2,10,2015,1.0,1290,0,3,7,2.0,1289,1030,260,1290,1332,0,0,364781.0
480,3,10,2014,2.5,1450,0,3,7,2.0,3748,1450,0,1970,3748,0,0,323938.0
481,2,62,2014,1.0,820,0,5,6,1.0,6366,820,0,1580,10169,0,0,260785.0
482,3,52,2015,1.75,1900,0,3,8,1.0,11407,1900,0,1710,11407,0,0,465067.0
483,3,38,2014,1.75,2030,0,3,8,1.0,13700,1630,400,2120,11200,0,0,460284.0
484,3,35,2014,2.75,1980,0,4,9,2.0,3128,1980,0,1950,2856,0,0,603192.0
485,3,37,2015,2.75,2340,2,3,8,1.0,12282,1470,870,2640,8887,0,0,591167.0
486,3,48,2014,1.0,1110,0,3,7,1.0,9827,1110,0,1540,10187,0,0,259025.0
487,3,7,2015,2.25,1530,0,3,8,2.0,1840,1240,290,1800,3431,0,0,493915.0
488,4,49,2014,1.0,1740,0,3,7,1.5,11075,1740,0,1580,7684,0,0,309098.0
489,2,68,2015,1.0,990,0,3,7,1.0,5643,870,120,1280,5700,0,0,442742.0
490,4,41,2014,2.25,2560,0,4,7,2.0,9731,2560,0,1860,9731,0,0,453419.0
491,3,7,2015,2.5,3020,0,3,9,2.0,4120,2360,660,2280,4120,0,0,860076.0
492,4,27,2014,3.5,4040,0,3,11,2.0,50479,4040,0,3770,40899,0,0,1131704.0
493,3,34,2014,1.75,1540,0,4,7,1.0,12600,1160,380,1540,11656,0,0,340576.0
494,4,7,2014,2.5,2789,0,3,7,2.0,3960,2789,0,2547,3960,0,0,467093.0
495,4,15,2014,2.5,2040,0,3,7,2.0,5523,2040,0,1720,6646,0,0,320838.0
496,4,69,2015,2.0,1880,0,5,6,1.0,7500,980,900,1670,14350,0,0,368586.0
497,2,66,2014,1.0,1190,0,3,7,1.0,6200,1190,0,1470,7800,0,0,293327.0
498,3,20,2014,2.25,2160,0,3,7,2.0,9612,2160,0,1970,9247,0,0,354438.0
499,2,88,2014,1.0,1220,0,3,7,1.0,3000,920,300,1270,3000,0,0,447775.0
500,3,9,2014,2.5,1520,0,3,7,2.0,2550,1520,0,1460,2550,0,0,321769.0
501,4,92,2014,2.0,2130,0,5,7,1.0,2800,1070,1060,1990,3990,0,0,683694.0
502,4,67,2014,1.75,2280,0,3,7,1.0,5959,1250,1030,1640,5911,0,0,499674.0
503,3,62,2014,1.0,1250,0,3,7,1.0,7654,1000,250,1310,7350,0,0,308499.0
504,4,25,2014,2.5,2710,0,3,9,2.0,35868,2710,0,2780,36224,0,0,576518.0
505,4,13,2015,2.75,3980,0,3,11,2.0,9209,3980,0,3800,9333,0,0,1078222.0
506,2,55,2014,1.75,1650,0,4,7,1.0,7500,1000,650,2530,9000,0,0,398884.0
507,4,22,2015,3.25,4200,0,4,10,2.0,210394,4200,0,2370,184694,0,0,950020.0
508,4,96,2014,2.0,1780,0,5,6,1.5,5336,930,850,1910,10304,0,0,433936.0
509,3,35,2014,2.0,1970,0,3,7,1.0,79714,1070,900,1890,36626,0,0,398722.0
510,2,9,2015,2.0,1440,0,3,8,1.0,9985,1440,0,1510,4560,0,0,438704.0
511,3,72,2015,1.0,860,0,4,6,1.0,11725,860,0,1300,9514,0,0,236104.0
512,3,59,2014,1.0,1370,0,3,7,1.0,6000,1370,0,1370,9520,0,0,272872.0
513,3,30,2015,1.75,1390,0,4,8,1.0,8980,1390,0,1770,9085,0,0,357443.0
514,4,73,2014,1.75,1930,2,3,8,1.5,10210,1670,260,2730,6600,0,0,643567.0
515,3,36,2014,2.25,2520,0,3,10,1.0,12000,2520,0,2510,12000,0,0,816249.0
516,1,46,2014,1.75,1010,0,4,6,1.0,10900,1010,0,1410,8359,0,0,196684.0
517,3,8,2014,2.5,3180,0,3,8,1.0,7904,1810,1370,1950,7800,0,0,500120.0
518,2,87,2014,1.75,1590,3,3,9,1.5,5136,1320,270,2520,5243,0,0,795462.0
519,3,63,2014,1.0,1520,0,3,6,1.0,8600,1040,480,1320,8600,0,0,261225.0
520,8,47,2014,6.0,4340,0,3,8,2.0,9415,4340,0,2050,9100,0,0,681225.0
521,5,1,2014,3.5,2420,0,3,7,2.0,4670,2420,0,1430,4468,0,0,385926.0
522,3,60,2014,1.75,1420,0,3,7,1.0,8250,1420,0,1740,8000,0,0,382324.0
523,3,79,2014,1.0,1640,0,4,7,1.5,6516,1440,200,1770,4000,0,0,643187.0
524,4,2,2015,2.5,2680,0,3,8,2.0,5539,2680,0,2680,5992,0,0,492613.0
525,4,29,2014,2.5,3240,0,3,10,2.0,20301,3240,0,3010,23650,0,0,809129.0
526,2,8,2014,1.75,1230,0,3,8,2.0,1107,1230,0,1380,1107,0,0,397883.0
527,6,49,2015,2.0,2500,0,3,8,1.0,5200,1250,1250,1800,5200,0,0,439076.0
528,3,10,2014,2.5,2550,0,3,9,2.0,5376,2550,0,2250,4050,0,0,662810.0
529,3,5,2014,2.5,1805,0,3,7,2.0,3402,1805,0,2095,3402,0,0,335083.0
530,3,50,2014,1.75,1970,0,3,7,1.0,8200,1270,700,1890,8348,0,0,364330.0
531,3,20,2015,2.5,2040,0,3,8,2.0,9622,2040,0,2390,9868,0,0,412969.0
532,3,7,2014,2.25,1352,0,3,8,3.0,1694,1352,0,1439,1387,0,0,437986.0
533,3,84,2014,1.5,1020,0,3,7,1.0,9072,920,100,1620,7930,0,0,310694.0
534,3,37,2015,2.5,1230,0,4,7,1.0,23522,1230,0,2340,23522,0,0,417767.0
535,3,47,2014,2.25,1970,0,4,8,1.0,11088,1180,790,1970,10470,0,0,455715.0
536,3,24,2014,2.0,1600,0,3,7,1.0,13200,1600,0,1360,11520,0,0,301712.0
537,4,36,2014,1.75,1990,0,4,8,1.0,7194,1400,590,1820,7400,0,0,358793.0
538,3,11,2014,2.5,2130,0,3,7,2.0,6969,2130,0,1670,9545,0,0,326419.0
539,4,53,2015,2.0,1820,0,3,7,1.0,9450,1100,720,1540,9450,0,0,308329.0
540,3,18,2014,2.5,2890,0,3,10,2.0,8470,2890,0,3000,8879,0,0,743673.0
541,2,27,2015,2.75,2090,3,4,8,2.0,23962,2090,0,1820,32340,0,0,495489.0
542,4,23,2014,2.5,2250,0,3,8,2.0,11349,2250,0,2110,9964,0,0,471988.0
543,3,44,2014,2.5,3280,0,3,10,1.0,10302,1680,1600,1550,6300,0,0,1037725.0
544,4,24,2014,2.5,2090,0,3,8,2.0,6023,2090,0,2090,6023,0,0,421625.0
545,3,4,2014,2.5,1981,0,3,8,2.0,5700,1981,0,1981,5894,0,0,376319.0
546,4,15,2014,2.5,2670,0,3,8,2.0,4410,2670,0,2670,4410,0,0,548909.0
547,4,30,2014,2.5,3480,0,4,11,1.5,12164,3480,0,3960,16855,0,0,1203719.0
548,3,34,2014,3.25,2620,0,4,8,1.0,7215,1770,850,2180,8931,0,0,436758.0
549,4,88,2014,3.5,3480,0,3,9,2.0,7232,2580,900,2380,5642,0,1,1103929.0
550,4,40,2014,2.25,2070,0,5,8,1.0,8720,1360,710,2180,8510,0,0,424445.0
551,3,1,2015,3.0,2290,0,3,8,2.5,1407,1890,400,2230,1407,0,0,673285.0
552,3,46,2014,2.0,1560,0,4,7,1.0,7000,1560,0,1560,7200,0,0,297730.0
553,3,38,2014,2.5,2410,0,3,8,1.5,34848,2410,0,2420,16424,0,0,483792.0
554,4,55,2014,1.5,2140,0,3,7,1.0,7920,1190,950,2140,7238,0,0,338438.0
555,3,30,2014,2.25,1520,0,3,7,2.0,14080,1520,0,1530,9758,0,0,324054.0
556,3,6,2014,2.5,2920,0,3,10,3.0,3942,2920,0,2920,3942,0,0,886908.0
557,4,39,2015,2.5,1820,0,3,8,1.0,11325,1390,430,1990,10802,0,0,527101.0
558,4,11,2014,2.5,2830,0,3,8,2.0,10954,2830,0,2470,10443,0,0,545830.0
559,4,70,2014,1.0,1500,0,3,6,1.5,6360,1500,0,1190,6360,0,0,244250.0
560,4,3,2014,2.5,2927,0,3,7,2.0,6000,2927,0,2533,6000,0,0,405750.0
561,2,8,2014,2.5,1280,0,3,8,2.0,819,1060,220,1290,2900,0,0,379335.0
562,3,85,2014,1.75,1680,0,3,7,1.5,2400,1170,510,1080,4560,0,0,521682.0
563,2,66,2014,1.0,1747,0,4,6,2.5,12250,1747,0,1620,10300,0,0,359553.0
564,4,11,2014,2.5,3200,0,3,7,2.0,7545,3200,0,2840,7137,0,0,446355.0
565,4,37,2015,2.5,1930,0,3,7,1.0,8040,1380,550,2080,7200,0,0,379102.0
